,Unnamed: 0,MANUFACTURER,DATE,PRICE,MAT ~ 12/2025,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,MAT ~ 12/2024,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,MAT ~ 12/2023,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,MAT ~ 12/2022,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,MAT ~ 12/2021,Unnamed: 29,Unnamed: 30,Unnamed: 31,2025-12-01 00:00:00,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,2025-11-02 00:00:00,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,2025-10-02 00:00:00,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,2025-09-02 00:00:00,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,2025-08-02 00:00:00,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,2025-07-02 00:00:00,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,2025-06-02 00:00:00,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,2025-05-04 00:00:00,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,2025-04-05 00:00:00,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,2025-03-07 00:00:00,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,2025-02-06 00:00:00,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,2025-01-08 00:00:00,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,2024-12-10 00:00:00,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,2024-11-11 00:00:00,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,2024-10-13 00:00:00,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,2024-09-14 00:00:00,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,2024-08-16 00:00:00,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,2024-07-18 00:00:00,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,2024-06-19 00:00:00,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,2024-05-21 00:00:00,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,2024-04-22 00:00:00,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,2024-03-24 00:00:00,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,2024-02-24 00:00:00,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,2024-01-26 00:00:00,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175
67,MYESO              .SP,SOIN PHARMA.,2017-10-01 00:00:00,,17505068,0.19,17.44,44366,0.22,1.45,14905369,0.18,87.78,43730,0.23,45.49,7937604,0.12,11.88,30057,0.18,0.99,7094915,0.13,37.17,29761,0.18,39.38,5172523,0.11,21352,0.13,1663246,0.21,25.38,3692,0.22,-5.14,1379431,0.18,-17.15,3062,0.18,-37.32,1599726,0.21,-6.11,3551,0.21,-28.97,1572696,0.19,53.6,3491,0.19,16.21,1688024,0.21,13.07,3747,0.21,-14.45,1887145,0.23,64.29,4189,0.23,24.3,1109467,0.15,18.15,3255,0.2,18.15,1531780,0.2,29.4,4494,0.27,29.4,1181386,0.16,26.91,3466,0.21,26.91,1072996,0.14,-15.4,3148,0.18,-15.4,1409415,0.2,40.07,4135,0.27,40.07,1409756,0.2,15.92,4136,0.27,15.92,1326588,0.2,15.08,3892,0.26,15.08,1665052,0.26,86.52,4885,0.33,86.52,1703909,0.23,176.8,4999,0.3,176.8,1023913,0.14,99.7,3004,0.18,38.95,1492923,0.21,73.71,4380,0.26,20.86,1148664,0.17,126.87,3370,0.21,57.85,939042,0.15,206,2755,0.19,112.91,1183772,0.17,144.93,3473,0.22,70.41,930861,0.14,96.46,2731,0.18,36.69,1268303,0.19,69.3,3721,0.24,17.79,1006189,0.16,51.37,2952,0.2,5.32,1216153,0.18,68.86,3568,0.24,17.48
68,MYESO TABS 40MG 14,,2017-10-01 00:00:00,450.5,17505068,100,17.44,44366,100,1.45,14905369,100,87.78,43730,100,45.49,7937604,100,11.88,30057,100,0.99,7094915,100,37.17,29761,100,39.38,5172523,100,21352,100,1663246,100,25.38,3692,100,-5.14,1379431,100,-17.15,3062,100,-37.32,1599726,100,-6.11,3551,100,-28.97,1572696,100,53.6,3491,100,16.21,1688024,100,13.07,3747,100,-14.45,1887145,100,64.29,4189,100,24.3,1109467,100,18.15,3255,100,18.15,1531780,100,29.4,4494,100,29.4,1181386,100,26.91,3466,100,26.91,1072996,100,-15.4,3148,100,-15.4,1409415,100,40.07,4135,100,40.07,1409756,100,15.92,4136,100,15.92,1326588,100,15.08,3892,100,15.08,1665052,100,86.52,4885,100,86.52,1703909,100,176.8,4999,100,176.8,1023913,100,99.7,3004,100,38.95,1492923,100,73.71,4380,100,20.86,1148664,100,126.87,3370,100,57.85,939042,100,206,2755,100,112.91,1183772,100,144.93,3473,100,70.41,930861,100,96.46,2731,100,36.69,1268303,100,69.3,3721,100,17.79,1006189,100,51.37,2952,100,5.32,1216153,100,68.86,3568,100,17.48
69,TIMEZOL            RTX,ROTEX PHARMA,2023-08-01 00:00:00,,16388732,0.18,157.67,60076,0.3,157.67,6360331,0.08,203.86,23315,0.12,203.86,2093195,0.03,999,7673,0.05,999,0,0,0,0,0,0,0,0,0,0,899422,0.12,275.51,3297,0.2,275.51,2020084,0.26,225.21,7405,0.44,225.21,1798843,0.24,-10.58,6594,0.39,-10.58,1046188,0.13,71.74,3835,0.21,71.74,1479394,0.19,241.5,5423,0.31,241.5,1511858,0.18,84.98,5542,0.31,84.98,593340,0.08,-7.56,2175,0.13,-7.56,5259038,0.7,999,19278,1.16,999,851954,0.12,206.48,3123,0.19,206.48,86750,0.01,999,318,0.02,999,798486,0.11,999,2927,0.19,999,43375,0.01,-89.29,159,0.01,-89.29,239518,0.04,-20.33,878,0.06,-20.33,621166,0.1,60.35,2277,0.15,60.35,2011627,0.27,241.55,7374,0.45,241.55,609162,0.08,-25.37,2233,0.14,-25.37,433206,0.06,999,1588,0.1,999,817309,0.12,999,2996,0.19,999,641898,0.1,999,2353,0.16,999,274437,0.04,999,1006,0.06,999,277983,0.04,999,1019,0.07,999,0,0,0,0,0,0,29190,0,999,107,0.01,999,404835,0.06,999,1484,0.1,999
70,TIMEZOL CAPS ENTER 40MG 14,,2023-08-01 00:00:00,272.8,16388732,100,157.67,60076,100,157.67,6360331,100,203.86,23315,100,203.86,2093195,100,999,7673,100,999,0,0,0,0,0,0,0,0,0,0,899422,100,275.51,3297,100,275.51,2020084,100,225.21,7405,100,225.21,1798843,100,-10.58,6594,100,-10.58,1046188,100,71.74,3835,100,71.74,1479394,100,241.5,5423,100,241.5,1511858,100,84.98,5542,100,84.98,593340,100,-7.56,2175,100,-7.56,5259038,100,999,19278,100,999,851954,100,206.48,3123,100,206.48,86750,100,999,318,100,999,798486,100,999,2927,100,999,43375,100,-89.29,159,100,-89.29,239518,100,-20.33,878,100,-20.33,621166,100,60.35,2277,100,60.35,2011627,100,241.55,7374,100,241.55,609162,100,-25.37,2233,100,-25.37,433206,100,999,1588,100,999,817309,100,999,2996,100,999,641898,100,999,2353,100,999,274437,100,999,1006,100,999,277983,100,999,1019,100,999,0,0,0,0,0,0,29190,100,999,107,100,999,404835,100,999,1484,100,999
71,SANAMIDOL          SW-,SWISS PHARMA,1995-09-01 00:00:00,,15610930,0.17,727.92,45167,0.22,653.79,1885555,0.02,82.99,5992,0.03,60.64,1030415,0.02,71.81,3730,0.02,71.81,599740,0.01,-15.46,2171,0.01,-15.46,709412,0.01,2568,0.02,1114860,0.14,21.76,3279,0.2,21.76,1085960,0.14,247.55,3194,0.19,247.55,1280100,0.17,999,3765,0.22,999,1296760,0.16,999,3814,0.21,999,1439900,0.18,999,4235,0.24,999,1568420,0.19,999,4613,0.25,999,1771230,0.24,999,5164,0.31,999,2257940,0.3,999,6199,0.37,999,1857760,0.25,999,5204,0.32,808.2,1074060,0.14,999,3159,0.18,999,659600,0.09,247.05,1940,0.12,181.98,204340,0.03,-2.67,601,0.04,-20.92,915620,0.14,422.78,2693,0.18,324.76,312460,0.05,664.24,919,0.06,520.95,33150,0,-81.07,120,0.01,-81.07,66024,0.01,88.19,239,0.01,88.19,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,0,0,0,0,158291,0.02,999,573,0.04,999,0,0,0,0,0,0,190060,0.03,170.86,688,0.05,170.87,209950,0.03,-29.43,760,0.05,-29.43
72,SANAMIDOL CAPS 40MG 14,,2020-07-01 00:00:00,340.0,15317680,98.12,712.37,45052,99.75,651.87,1885555,100,82.99,5992,100,60.64,1030415,100,71.81,3730,100,71.81,599740,100,-15.46,2171,100,-15.46,709412,100,2568,100,1114860,100,21.76,3279,100,21.76,1085960,100,247.55,3194,100,247.55,1280100,100,999,3765,100,999,1296760,100,999,3814,100,999,1439900,100,999,4235,100,999,1568420,100,999,4613,100,999,1753380,98.99,999,5157,99.86,999,2084540,92.32,999,6131,98.9,999,1755760,94.51,999,5164,99.23,801.22,1074060,100,999,3159,100,999,659600,100,247.05,1940,100,181.98,204340,100,-2.67,601,100,-20.92,915620,100,422.78,2693,100,324.76,312460,100,664.24,919,100,520.95,33150,100,-81.07,120,100,-81.07,66024,100,88.19,239,100,88.19,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,0,0,0,0,158291,100,999,573,100,999,0,0,0,0,0,0,190060,100,170.86,688,100,170.87,209950,100,-29.43,760,100,-29.43
73,SANAMIDOL CAPS ENTER 40MG 100,,2025-02-01 00:00:00,2550.0,293250,1.88,999,115,0.25,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17850,1.01,999,7,0.14,999,173400,7.68,999,68,1.1,999,102000,5.49,999,40,0.77,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,OPEPZOLE           VP8,VISION PHARMA,2004-12-01 00:00:00,,15341441,0.17,143.47,72195,0.36,143.47,6301264,0.08,999,29653,0.16,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941588,0.12,6.67,4431,0.26,6.67,984513,0.13,-0.37,4633,0.27,-0.37,1501525,0.2,114.45,7066,0.42,114.45,821950,0.1,-20.26,3868,0.21,-20.26,1445638,0.18,7.71,6803,0.39,7.71,2196188,0.27,61.81,10335,0.57,61.81,1486013,0.2,999,6993,0.42,999,1326213,0.18,999,6241,0.38,999,1589075,0.21,999,7478,0.46,999,1069938,0.14,999,5035,0.29,999,1044225,0.15,999,4914,0.32,999,934575,0.13,999,4398,0.28,999,882725,0.13,999,4154,0.28,999,988125,0.15,999,4650,0.31,999,700188,0.09,999,3295,0.2,999,1030838,0.14,999,4851,0.3,999,1342150,0.19,999,6316,0.38,999,1357238,0.2,999,6387,0.4,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,OPEPZOLE CAPS ENTER 40MG 14,,2024-07-01 00:00:00,212.5,15341441,100,143.47,72195,100,143.47,6301264,100,999,29653,100,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941588,100,6.67,4431,100,6.67,984513,100,-0.37,4633,100,-0.37,1501525,100,114.45,7066,100,114.45,821950,100,-20.26,3868,100,-20.26,1445638,100,7.71,6803,100,7.71,2196188,100,61.81,10335,100,61.81,1486013,100,999,6993,100,999,1326213,100,999,6241,100,999,1589075,100,999,7478,100,999,1069938,100,999,5035,100,999,1044225,100,999,4914,100,999,934575,100,999,4398,100,999,882725,100,999,4154,100,999,988125,100,999,4650,100,999,700188,100,999,3295,100,999,1030838,100,999,4851,100,999,1342150,100,999,6316,100,999,1357238,100,999,6387,100,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,ZOLPRO             S+F,SAFE PHARMA,2010-07-01 00:00:00,,14617509,0.16,169.69,36049,0.18,169.69,5420184,0.07,999,13367,0.07,999,0,0,-100,0,0,-100,6015196,0.11,-36.8,19139,0.11,-36.8,9518273,0.2,30285,0.19,2335217,0.3,999,5759,0.34,999,7813792,1.01,999,19270,1.14,999,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,0,0,0,0,1013725,0.14,999,2500,0.15,999,1897693,0.25,999,4680,0.28,999,0,0,0,0,0,0,1557082,0.2,999,3840,0.22,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347910,0.05,999,858,0.06,999,0,0,0,0,0,0,1017374,0.14,999,2509,0.15,999,4054900,0.56,999,10000,0.6,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,ZOLPRO CAPS ENTER 40MG 14,,2018-10-01 00:00:00,405.49,14617509,100,169.69,36049,100,169.69,5420184,100,999,13367,100,999,0,0,-100,0,0,-100,6015196,100,-36.8,19139,100,-36.8,9518273,100,30285,100,2335217,100,999,5759,100,999,7813792,100,999,19270,100,999,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,0,0,0,0,1013725,100,999,2500,100,999,1897693,100,999,4680,100,999,0,0,0,0,0,0,1557082,100,999,3840,100,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347910,100,999,858,100,999,0,0,0,0,0,0,1017374,100,999,2509,100,999,4054900,100,999,10000,100,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,HELOZEM            HX4,HELIX PHARMA PVT L,2021-02-01 00:00:00,,14465508,0.16,16.54,54095,0.27,12.62,12412245,0.15,10.78,48035,0.26,10.78,11203966,0.17,23.83,43359,0.26,23.83,9048133,0.17,9.38,35016,0.21,9.38,8272418,0.17,32014,0.2,978478,0.13,-10.1,3542,0.21,-15.91,1070469,0.14,-8.69,3875,0.23,-14.59,1371581,0.18,27.17,4965,0.29,18.95,1244230,0.15,28.51,4504,0.25,20.2,1478214,0.19,11.51,5351,0.31,4.31,1399483,0.17,17.92,5066,0.28,10.3,1220940,0.17,36.64,4725,0.29,36.64,1079337,0.14,3.01,4177,0.25,3.01,1164092,0.16,34.36,4505,0.28,34.36,1111637,0.14,17.09,4302,0.25,17.09,1162800,0.17,26.65,4500,0.29,26.65,1184247,0.17,29.13,4583,0.3,29.13,1088381,0.16,19.05,4212,0.28,19.05,1172361,0.18,22.69,4537,0.3,22.69,1078562,0.14,50.58,4174,0.25,50.58,968225,0.13,-0.19,3747,0.23,-0.19,1325592,0.18,25.18,5130,0.31,25.18,1186831,0.18,26.39,4593,0.29,26.39,893547,0.14,-29.3,3458,0.24,-29.3,1047812,0.15,8.42,4055,0.25,8.42,866415,0.13,17.48,3353,0.22,17.48,949362,0.14,-17.99,3674,0.24,-17.99,918095,0.14,53.01,3553,0.24,53.01,917062,0.14,-0.81,3549,0.24,-0.81
79,HELOZEM CAPS ENTER 40MG 14,,2021-02-01 00:00:00,276.25,14465508,100,16.54,54095,100,12.62,12412245,100,10.78,48035,100,10.78,11203966,100,23.83,43359,100,23.83,9048133,100,9.38,35016,100,9.38,8272418,100,32014,100,978478,100,-10.1,3542,100,-15.91,1070469,100,-8.69,3875,100,-14.59,1371581,100,27.17,4965,100,18.95,1244230,100,28.51,4504,100,20.2,1478214,100,11.51,5351,100,4.31,1399483,100,17.92,5066,100,10.3,1220940,100,36.64,4725,100,36.64,1079337,100,3.01,4177,100,3.01,1164092,100,34.36,4505,100,34.36,1111637,100,17.09,4302,100,17.09,1162800,100,26.65,4500,100,26.65,1184247,100,29.13,4583,100,29.13,1088381,100,19.05,4212,100,19.05,1172361,100,22.69,4537,100,22.69,1078562,100,50.58,4174,100,50.58,968225,100,-0.19,3747,100,-0.19,1325592,100,25.18,5130,100,25.18,1186831,100,26.39,4593,100,26.39,893547,100,-29.3,3458,100,-29.3,1047812,100,8.42,4055,100,8.42,866415,100,17.48,3353,100,17.48,949362,100,-17.99,3674,100,-17.99,918095,100,53.01,3553,100,53.01,917062,100,-0.81,3549,100,-0.81
80,NOCTIS             SAF,SAFFRON PHARMA,1997-04-01 00:00:00,,14152320,0.15,56.17,36195,0.18,46.34,9062204,0.11,9.73,24734,0.13,-6.96,8258541,0.13,3.41,26583,0.16,-7.12,7986404,0.15,-40.22,28621,0.17,-40.22,13359319,0.28,47876,0.29,1221562,0.16,85.68,2921,0.17,68.26,1370441,0.18,111.48,3277,0.19,91.64,1481585,0.19,99.06,3781,0.22,92.52,1561522,0.19,85.69,3985,0.22,79.59,1388716,0.18,92.36,3544,0.2,86.04,1424767,0.17,80.58,3636,0.2,74.64,1115279,0.15,73.42,2943,0.18,73.42,1000833,0.13,8.19,2641,0.16,8.19,1077762,0.15,15.61,2844,0.18,15.61,872745,0.11,17.14,2303,0.13,17.14,723814,0.1,0.99,1910,0.12,-17.21,913294,0.13,30.83,2410,0.16,7.25,657875,0.1,12.22,1736,0.12,-8,648022,0.1,7.69,1710,0.11,-11.72,744277,0.1,52.79,1964,0.12,25.26,840912,0.11,25.2,2219,0.14,2.64,721919,0.1,-1.95,1905,0.11,-19.62,788995,0.12,16.39,2082,0.13,-4.58,643095,0.1,-20.72,1697,0.12,-35.01,925041,0.13,0.49,2441,0.15,-17.62,932242,0.14,48.4,2460,0.16,21.66,745035,0.11,-16.5,1966,0.13,-31.55,716716,0.11,17.52,2307,0.15,17.52,698075,0.11,9.82,2247,0.15,9.82
81,NOCTIS CAPS ENTER 40MG 14,,2014-05-01 00:00:00,418.2,14152320,100,56.17,36195,100,46.34,9062204,100,9.73,24734,100,-6.96,8258541,100,3.41,26583,100,-7.12,7986404,100,-40.22,28621,100,-40.22,13359319,100,47876,100,1221562,100,85.68,2921,100,68.26,1370441,100,111.48,3277,100,91.64,1481585,100,99.06,3781,100,92.52,1561522,100,85.69,3985,100,79.59,1388716,100,92.36,3544,100,86.04,1424767,100,80.58,3636,100,74.64,1115279,100,73.42,2943,100,73.42,1000833,100,8.19,2641,100,8.19,1077762,100,15.61,2844,100,15.61,872745,100,17.14,2303,100,17.14,723814,100,0.99,1910,100,-17.21,913294,100,30.83,2410,100,7.25,657875,100,12.22,1736,100,-8,648022,100,7.69,1710,100,-11.72,744277,100,52.79,1964,100,25.26,840912,100,25.2,2219,100,2.64,721919,100,-1.95,1905,100,-19.62,788995,100,16.39,2082,100,-4.58,643095,100,-20.72,1697,100,-35.01,925041,100,0.49,2441,100,-17.62,932242,100,48.4,2460,100,21.66,745035,100,-16.5,1966,100,-31.55,716716,100,17.52,2307,100,17.52,698075,100,9.82,2247,100,9.82
82,DITS               HHC,HORIZON HEALTHCARE,2019-01-01 00:00:00,,12016197,0.13,19.38,15719,0.08,10.02,10065729,0.12,20.37,14288,0.08,9.3,8362311,0.13,51.22,13072,0.08,23.13,5530060,0.1,-32.94,10616,0.06,-31.28,8246252,0.17,15449,0.1,912645,0.12,16.18,1193,0.07,8.16,986085,0.13,19.64,1289,0.08,11.12,918765,0.12,-14.24,1201,0.07,-20.15,1035045,0.13,-25.35,1353,0.07,-30.4,930240,0.12,-26.39,1216,0.07,-31.38,1023570,0.12,16.36,1338,0.07,8.6,921825,0.13,66.64,1205,0.07,47.13,918850,0.12,8.97,1204,0.07,-1.95,900618,0.12,68.11,1178,0.07,52.99,1384183,0.17,89.51,1813,0.11,71.69,791648,0.11,31.56,1037,0.07,22.43,1292723,0.18,118.92,1692,0.11,98.36,785536,0.12,7.78,1103,0.07,6.16,824228,0.13,4.03,1160,0.08,2.65,1071349,0.14,22.05,1504,0.09,18.61,1386512,0.19,65,1944,0.12,61.33,1263704,0.18,14.65,1772,0.11,12.94,879648,0.13,34.57,1232,0.08,31.34,553172,0.09,19.35,819,0.06,-0.85,843192,0.12,28.25,1228,0.08,8.19,535738,0.08,-8.22,770,0.05,-24.66,730414,0.11,5.7,1056,0.07,-15.45,601749,0.09,8.91,847,0.06,-12.23,590487,0.09,40.91,853,0.06,17.49
83,DITS CAPS ENTER 40MG 30,,2020-06-01 00:00:00,765.0,12012795,99.97,20.03,15703,99.9,12.03,10008138,99.43,21.23,14017,98.1,11.52,8255422,98.72,56.63,12569,96.15,33.78,5270595,95.31,-34.03,9395,88.5,-34.03,7989762,96.89,14242,92.19,912645,100,16.31,1193,100,8.55,986085,100,19.88,1289,100,11.89,918765,100,-14.16,1201,100,-19.88,1035045,100,-25.31,1353,100,-30.29,930240,100,-26.35,1216,100,-31.26,1023570,100,16.36,1338,100,8.6,921825,100,70.78,1205,100,59.39,918000,99.91,10.74,1200,99.67,3.36,900405,99.98,69.96,1177,99.92,58.63,1383120,99.92,91.99,1808,99.72,79.19,791010,99.92,31.73,1034,99.71,22.95,1292085,99.95,121.77,1689,99.82,106.99,784686,99.89,8.49,1099,99.64,8.49,822528,99.79,4.63,1152,99.31,4.63,1070286,99.9,23.58,1499,99.67,23.58,1385874,99.95,66.61,1941,99.85,66.61,1263066,99.95,15.39,1769,99.83,15.39,879648,100,35.98,1232,100,35.98,539784,97.58,19.53,756,92.31,-1.82,828954,98.31,26.99,1161,94.54,4.31,529788,98.89,-7.83,742,96.36,-24.29,720426,98.63,7.94,1009,95.55,-11.34,600474,99.79,10.21,841,99.29,-9.47,582624,98.67,40.31,816,95.66,15.25
84,DITS CAPS 40MG 14,,2019-01-01 00:00:00,212.5,3402,0.03,-94.09,16,0.1,-94.1,57591,0.57,-46.12,271,1.9,-46.12,106889,1.28,-58.8,503,3.85,-58.8,259465,4.69,1.16,1221,11.5,1.16,256490,3.11,1207,7.81,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,0,0,0,0,0,0,-100,0,0,-100,850,0.09,-94.03,4,0.33,-94.03,213,0.02,-96.42,1,0.08,-96.43,1063,0.08,-89.36,5,0.28,-89.36,638,0.08,-49.96,3,0.29,-50,638,0.05,-91.89,3,0.18,-91.89,850,0.11,-84.62,4,0.36,-84.62,1700,0.21,-72.42,8,0.69,-72.41,1063,0.1,-90.91,5,0.33,-90.91,638,0.05,-92.49,3,0.15,-92.5,638,0.05,-91.66,3,0.17,-91.67,0,0,-100,0,0,-100,13388,2.42,12.5,63,7.69,12.5,14238,1.69,204.56,67,5.46,204.55,5950,1.11,-33.33,28,3.64,-33.33,9988,1.37,-57.66,47,4.45,-57.66,1275,0.21,-83.33,6,0.71,-83.33,7863,1.33,105.57,37,4.34,105.56
85,VIFY               KPA,KAIR PHARMA,2013-09-01 00:00:00,,9922018,0.11,61.86,26185,0.13,61.86,6130167,0.08,14.2,16178,0.09,2.54,5368084,0.08,39.74,15778,0.1,20.1,3841523,0.07,-21.03,13137,0.08,-26.2,4864659,0.1,17801,0.11,519120,0.07,11.93,1370,0.08,11.93,831729,0.11,86.97,2195,0.13,86.97,924565,0.12,89,2440,0.14,89,1020810,0.12,104.09,2694,0.15,104.09,894251,0.11,4.52,2360,0.14,4.52,1013611,0.12,114.69,2675,0.15,114.69,852949,0.12,167.02,2251,0.14,167.02,1153432,0.15,140.44,3044,0.18,140.44,819225,0.11,76.63,2162,0.13,76.63,716159,0.09,57.76,1890,0.11,57.76,609303,0.09,14.12,1608,0.1,14.12,566864,0.08,-13.28,1496,0.1,-13.28,463798,0.07,6.81,1224,0.08,6.81,444852,0.07,-18.3,1174,0.08,-18.3,489186,0.07,-21.33,1291,0.08,-21.33,500174,0.07,1.69,1320,0.08,1.69,855601,0.12,16.21,2258,0.14,16.21,472134,0.07,-0.72,1246,0.08,-0.72,319430,0.05,-5.91,843,0.06,-27.39,479713,0.07,4.62,1266,0.08,-19.26,463798,0.07,60.21,1224,0.08,23.64,453946,0.07,19.23,1198,0.08,-7.99,533898,0.08,74.22,1409,0.09,34.45,653637,0.1,126.01,1725,0.12,74.42
86,VIFY CAPS ENTER 40MG 14,,2014-09-01 00:00:00,378.92,9922018,100,61.86,26185,100,61.86,6130167,100,14.2,16178,100,2.54,5368084,100,39.74,15778,100,20.1,3841523,100,-21.03,13137,100,-26.2,4864659,100,17801,100,519120,100,11.93,1370,100,11.93,831729,100,86.97,2195,100,86.97,924565,100,89,2440,100,89,1020810,100,104.09,2694,100,104.09,894251,100,4.52,2360,100,4.52,1013611,100,114.69,2675,100,114.69,852949,100,167.02,2251,100,167.02,1153432,100,140.44,3044,100,140.44,819225,100,76.63,2162,100,76.63,716159,100,57.76,1890,100,57.76,609303,100,14.12,1608,100,14.12,566864,100,-13.28,1496,100,-13.28,463798,100,6.81,1224,100,6.81,444852,100,-18.3,1174,100,-18.3,489186,100,-21.33,1291,100,-21.33,500174,100,1.69,1320,100,1.69,855601,100,16.21,2258,100,16.21,472134,100,-0.72,1246,100,-0.72,319430,100,-5.91,843,100,-27.39,479713,100,4.62,1266,100,-19.26,463798,100,60.21,1224,100,23.64,453946,100,19.23,1198,100,-7.99,533898,100,74.22,1409,100,34.45,653637,100,126.01,1725,100,74.42
87,I-CARE             KA3,KANEL PHARMA PAKIS,2015-09-01 00:00:00,,9599265,0.1,212.12,45173,0.22,212.12,3075514,0.04,999,14473,0.08,999,177863,0,-96.4,837,0.01,-96.4,4940627,0.09,45.53,23250,0.14,45.53,3394901,0.07,15976,0.1,0,0,-100,0,0,-100,816425,0.11,-11.13,3842,0.23,-11.13,2768875,0.36,337.54,13030,0.77,337.54,2162825,0.26,707.14,10178,0.56,707.14,639200,0.08,45.1,3008,0.17,45.1,787525,0.1,999,3706,0.2,999,535075,0.07,999,2518,0.15,999,451138,0.06,999,2123,0.13,999,37613,0.01,-48.84,177,0.01,-48.84,771588,0.1,999,3631,0.21,999,426913,0.06,999,2009,0.13,999,202088,0.03,999,951,0.06,999,705500,0.11,999,3320,0.22,999,918638,0.14,999,4323,0.29,999,632825,0.08,999,2978,0.18,999,267963,0.04,999,1261,0.08,999,440513,0.06,999,2073,0.12,999,18275,0,999,86,0.01,999,18275,0,999,86,0.01,999,0,0,0,0,0,0,73525,0.01,-58.66,346,0.02,-58.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
